variant,tier_a_event_count,tier_b_event_count,tier_c_event_count,tier_a_recall,tier_b_recall,tier_c_recall,tier_a_snapshot_recall,tier_b_snapshot_recall,tier_c_snapshot_recall,tier_a_prearmed_recall,tier_b_prearmed_recall,ab_weighted_recall,reaction_median_ms,reaction_p95_ms,tier_a_reaction_p95_ms,tier_b_reaction_p95_ms,oversampling_median_ms,oversampling_p95_ms,oversampling_observed_count,oversampling_censored_dataset_end,oversampling_ended_by_next_event,oversampling_released_count,oversampling_horizon_hit_count,false_fast_time,fast_time_fraction,snapshot_count,fixed1s_snapshot_count,snapshot_reduction,mid_reconstruction_mae_bp,imbalance_reconstruction_mae,gates_passed,gate_count,pass,checks
asym-log_excess-confluence-balanced-tau1400-g1.2,205,45,756,1.0,1.0,0.8068783068783069,1.0,0.8888888888888888,0.7619047619047619,0.4634146341463415,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,2750.0,12024.99999999999,250,0,53,195,2,0.1327539183243027,0.14691031840420457,13098,35105,0.626890756302521,0.17115481749746914,0.17647710274099748,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-price_heavy-fidelity-tau1900-g1.2,205,45,756,1.0,1.0,0.8597883597883598,1.0,0.8888888888888888,0.7976190476190477,0.5121951219512195,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,4500.0,20849.999999999967,250,0,65,179,6,0.17538092294265245,0.1893262307807348,13848,35105,0.6055262783079334,0.16290884637767583,0.168671928902714,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-price_heavy-clean_release-tau700-g0.75,205,45,756,1.0,1.0,0.3505291005291005,0.9902439024390244,0.8,0.3201058201058201,0.23902439024390243,0.6,1.0,0.0,250.0,0.0,0.0,1250.0,3000.0,250,0,13,237,0,0.036794065238735955,0.04963715736474409,8796,35105,0.7494374020794758,0.37782166941395023,0.19852481529825888,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-clean_release-tau1900-g0.95,205,45,756,1.0,1.0,0.8650793650793651,1.0,0.9555555555555556,0.8201058201058201,0.5073170731707317,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,3000.0,16687.499999999978,250,0,58,188,4,0.15919124331793882,0.1731532057627529,13820,35105,0.6063238854863979,0.15987920075018106,0.1711271998787854,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau1400-g0.75,205,45,756,1.0,1.0,0.8571428571428571,1.0,0.8888888888888888,0.7962962962962963,0.47317073170731705,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,2750.0,10887.499999999996,250,0,51,197,2,0.1283246663515037,0.1425519338551051,12865,35105,0.6335279874661729,0.1747144608042645,0.17955677677673676,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-clean_release-tau2600-g1.2,205,45,756,1.0,1.0,0.8902116402116402,1.0,0.9777777777777777,0.8425925925925926,0.5463414634146342,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,4500.0,22662.499999999985,250,0,67,176,7,0.20318557038437762,0.21672992971036684,14867,35105,0.5764990742059536,0.14796342808150653,0.16325300621046887,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-responsive-tau1400-g1.2,205,45,756,1.0,1.0,0.9404761904761905,1.0,1.0,0.828042328042328,0.5219512195121951,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,4250.0,21750.0,250,0,65,179,6,0.22199352703734682,0.23526730713080138,15723,35105,0.5521150833214642,0.13871647748669141,0.16070980530276552,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-clean_release-tau1000-g0.95,205,45,756,1.0,1.0,0.7936507936507936,1.0,0.9111111111111111,0.7645502645502645,0.424390243902439,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2250.0,6887.499999999995,250,0,37,213,0,0.08579221062584094,0.09977994430953076,11937,35105,0.6599629682381427,0.1952892776622881,0.1879638760068831,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-responsive-tau2600-g0.55,205,45,756,1.0,1.0,0.8108465608465608,1.0,0.9333333333333333,0.7447089947089947,0.4195121951219512,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,4750.0,23099.999999999967,250,0,70,175,5,0.14774355431106587,0.16185131641729394,13272,35105,0.6219341974077767,0.1912003231433824,0.17462209142563928,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-clean_release-tau700-g0.95,205,45,756,1.0,1.0,0.794973544973545,0.9853658536585366,0.9111111111111111,0.7076719576719577,0.3951219512195122,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1750.0,5887.499999999995,250,0,25,225,0,0.05752936470417106,0.07109436757134006,11043,35105,0.6854294260076912,0.22113958164582903,0.19322755071293268,9,9,True,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-balanced-tau2600-g0.55,205,45,756,1.0,1.0,0.716931216931217,1.0,0.9555555555555556,0.6574074074074074,0.3804878048780488,0.7111111111111111,1.0,0.0,250.0,0.0,0.0,3750.0,14137.499999999996,250,0,60,187,3,0.10348012655005637,0.11791139375725507,11793,35105,0.6640649480131036,0.24219775792781797,0.1821531528236533,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau1000-g0.95,205,45,756,1.0,1.0,0.8849206349206349,1.0,0.9333333333333333,0.7685185185185185,0.43902439024390244,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,2500.0,9887.499999999996,250,0,46,202,2,0.12373540856031129,0.13765943355243948,13297,35105,0.6212220481412905,0.1671878561065225,0.1750987529664137,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-clean_release-tau1000-g1.2,205,45,756,1.0,1.0,0.7896825396825397,1.0,0.9111111111111111,0.7632275132275133,0.424390243902439,0.6888888888888889,1.0,0.0,0.0,0.0,0.0,2250.0,6887.499999999995,250,0,37,213,0,0.08486854067420634,0.09884702212663528,11914,35105,0.66061814556331,0.19509026102706523,0.18770883219749865,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-fidelity-tau1400-g0.75,205,45,756,1.0,1.0,0.7698412698412699,1.0,0.8666666666666667,0.6812169312169312,0.36097560975609755,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,2750.0,10387.499999999996,250,0,48,201,1,0.09097058074839084,0.10543444975395068,12009,35105,0.6579119783506623,0.20793101167813663,0.18741824415854305,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-responsive-tau2600-g0.75,205,45,756,1.0,1.0,0.958994708994709,1.0,1.0,0.8756613756613757,0.5902439024390244,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,6000.0,30000.0,250,0,83,149,18,0.2918215207825739,0.30409702390702115,16845,35105,0.5201538242415611,0.13455691584474933,0.14670498630365403,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-fidelity-tau1000-g0.75,205,45,756,1.0,1.0,0.7142857142857143,1.0,0.8,0.6415343915343915,0.3024390243902439,0.7333333333333333,1.0,0.0,250.0,0.0,0.0,2000.0,5637.499999999995,250,0,32,218,0,0.0570129822902651,0.07120119072205329,11012,35105,0.6863124910981342,0.24410071128429464,0.19314609039176805,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-clean_release-tau1400-g1.2,205,45,756,1.0,1.0,0.9021164021164021,1.0,1.0,0.8333333333333334,0.5073170731707317,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,2750.0,13549.999999999984,250,0,54,194,2,0.16698061747699916,0.18056673242225055,14798,35105,0.5784646061814556,0.14885288714239864,0.16521378390756233,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-fidelity-tau1900-g1.2,205,45,756,1.0,1.0,0.958994708994709,1.0,1.0,0.8981481481481481,0.6487804878048781,0.9555555555555556,1.0,0.0,0.0,0.0,0.0,5250.0,30000.0,250,0,76,159,15,0.31733517582457543,0.3292147074113902,18518,35105,0.4724967953283008,0.11830092978123397,0.14258571340137416,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-clean_release-tau1900-g0.75,205,45,756,1.0,1.0,0.705026455026455,1.0,0.9333333333333333,0.6322751322751323,0.35609756097560974,0.6888888888888889,1.0,0.0,250.0,0.0,0.0,2750.0,9887.499999999996,250,0,49,200,1,0.08069384341248773,0.0951438195685769,11224,35105,0.6802734653183307,0.245491771168695,0.18878352822100478,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-fidelity-tau700-g0.95,205,45,756,1.0,1.0,0.75,1.0,0.8444444444444444,0.6375661375661376,0.32195121951219513,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1750.0,4637.499999999995,250,0,25,225,0,0.047929015600567296,0.06176514574238529,11041,35105,0.6854863979490101,0.23633530696184935,0.1946834509764518,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-responsive-tau1900-g0.95,205,45,756,1.0,1.0,0.8783068783068783,1.0,0.8888888888888888,0.8121693121693122,0.48292682926829267,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,4750.0,21099.999999999967,250,0,68,176,6,0.1948798138114113,0.2085045471054487,14522,35105,0.5863267340834639,0.15292632639609754,0.16433586828776006,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-balanced-responsive-tau700-g0.75,205,45,756,1.0,1.0,0.6917989417989417,0.9902439024390244,0.7777777777777778,0.6084656084656085,0.2682926829268293,0.6888888888888889,1.0,0.0,99.99999999999432,0.0,0.0,1500.0,3887.499999999996,250,0,19,231,0,0.04369613440488745,0.05723584415214465,10504,35105,0.7007833641931349,0.2607585336279612,0.1994879063152933,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-fidelity-tau700-g0.55,205,45,756,1.0,1.0,0.5343915343915344,0.9853658536585366,0.6,0.4523809523809524,0.1951219512195122,0.6888888888888889,1.0,0.0,250.0,0.0,0.0,1000.0,2774.9999999999914,250,0,13,237,0,0.03413942325175461,0.04682414772929589,9292,35105,0.7353083606323885,0.3383513086776056,0.20125327639149326,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-fidelity-tau700-g0.55,205,45,756,1.0,1.0,0.7063492063492064,1.0,0.8222222222222222,0.6216931216931217,0.3951219512195122,0.7111111111111111,1.0,0.0,250.0,0.0,0.0,1750.0,4000.0,250,0,20,230,0,0.04787083166660606,0.06157998561448237,9754,35105,0.7221478421877225,0.29448908215531333,0.19620852558653504,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-price_heavy-responsive-tau2600-g0.75,205,45,756,1.0,1.0,0.8201058201058201,1.0,0.9111111111111111,0.7592592592592593,0.5170731707317073,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,5250.0,24137.499999999996,250,0,70,174,6,0.16623877231899342,0.18011807518925502,13464,35105,0.6164648910411623,0.1867037501917522,0.17160266832589302,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-balanced-tau700-g1.2,205,45,756,1.0,1.0,0.8373015873015873,1.0,0.9111111111111111,0.7698412698412699,0.4,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,2000.0,6000.0,250,0,30,220,0,0.06999527255536565,0.08379207941945178,11872,35105,0.6618145563310069,0.19891698893909657,0.18788854896517915,9,9,True,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-responsive-tau1900-g0.55,205,45,756,1.0,1.0,0.7116402116402116,1.0,0.8222222222222222,0.6455026455026455,0.36097560975609755,0.7777777777777778,1.0,0.0,250.0,0.0,0.0,3250.0,10162.499999999987,250,0,50,200,0,0.08913778682861195,0.10366830699549207,11305,35105,0.6779661016949152,0.25295482473888614,0.1844082722057093,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-balanced-balanced-tau1900-g0.75,205,45,756,1.0,1.0,0.7486772486772487,1.0,0.9333333333333333,0.7037037037037037,0.3804878048780488,0.7333333333333333,1.0,0.0,0.0,0.0,0.0,3000.0,11024.99999999999,250,0,51,197,2,0.1011164042328812,0.11557552752832594,11917,35105,0.6605326876513318,0.2213560571384575,0.18502220947147768,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau700-g0.75,205,45,756,1.0,1.0,0.7843915343915344,1.0,0.9111111111111111,0.6891534391534392,0.4,0.6444444444444445,1.0,0.0,0.0,0.0,0.0,1750.0,5637.499999999995,250,0,25,225,0,0.05367467907923924,0.06739116501328168,11013,35105,0.6862840051274748,0.23109436431756775,0.1939791264608088,9,9,True,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-fidelity-tau700-g0.55,205,45,756,1.0,1.0,0.7698412698412699,1.0,0.8222222222222222,0.6640211640211641,0.40487804878048783,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1750.0,4637.499999999995,250,0,23,227,0,0.050118186115858755,0.06395858110369679,10501,35105,0.7008688221051133,0.25250289264709924,0.19655236130235704,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-clean_release-tau1900-g1.2,205,45,756,1.0,1.0,0.9126984126984127,1.0,1.0,0.8465608465608465,0.5560975609756098,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,3500.0,19750.0,250,0,62,184,4,0.2050983672133532,0.21853168018572985,15732,35105,0.5518587095855292,0.13758511712119095,0.16101794530018104,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-clean_release-tau1900-g0.75,205,45,756,1.0,1.0,0.6984126984126984,1.0,0.9111111111111111,0.6402116402116402,0.36097560975609755,0.6888888888888889,1.0,0.0,250.0,0.0,0.0,2750.0,9412.499999999987,250,0,48,201,1,0.07901378231935707,0.09349874304759327,11124,35105,0.6831220623842758,0.25013583813282775,0.18965768460201007,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-fidelity-tau1000-g0.95,205,45,756,1.0,1.0,0.9113756613756614,1.0,0.9333333333333333,0.7962962962962963,0.44878048780487806,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,2750.0,11274.99999999999,250,0,52,195,3,0.15452198261754974,0.16832479935051525,14269,35105,0.5935336846603048,0.15767264076751616,0.1689719723335498,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-responsive-tau1000-g0.95,205,45,756,1.0,1.0,0.8981481481481481,1.0,0.9111111111111111,0.7817460317460317,0.43414634146341463,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,2750.0,10387.499999999996,250,0,46,202,2,0.12044801629150151,0.13459004835527955,12996,35105,0.6297963253097849,0.17302305674438812,0.17637816043297871,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-clean_release-tau1400-g0.95,205,45,756,1.0,1.0,0.6587301587301587,1.0,0.8888888888888888,0.58994708994709,0.4146341463414634,0.6666666666666666,1.0,0.0,250.0,0.0,0.0,2250.0,6250.0,250,0,39,211,0,0.06213316847885378,0.0762788511526218,10228,35105,0.7086454920951432,0.27581025405508314,0.1931451043132984,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-responsive-tau1900-g0.75,205,45,756,1.0,1.0,0.8359788359788359,1.0,0.8888888888888888,0.75,0.4097560975609756,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,4250.0,19049.99999999998,250,0,63,182,5,0.14870358922142624,0.1628340894038556,13381,35105,0.6188292266058966,0.17551144561783527,0.17353229089288408,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-responsive-tau2600-g0.55,205,45,756,1.0,1.0,0.876984126984127,1.0,0.9111111111111111,0.8029100529100529,0.5414634146341464,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,5500.0,25024.999999999993,250,0,71,171,8,0.1842030619295247,0.19797890598850582,13789,35105,0.6072069505768409,0.1758885394772924,0.16808788109318695,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-clean_release-tau700-g0.55,205,45,756,1.0,1.0,0.3333333333333333,0.9853658536585366,0.7555555555555555,0.2777777777777778,0.12195121951219512,0.5111111111111111,1.0,0.0,237.49999999999716,0.0,0.0,750.0,2000.0,250,0,6,244,0,0.02600094548892687,0.03703202558058383,8948,35105,0.7451075345392395,0.3820972267944736,0.20151618653261316,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-balanced-clean_release-tau700-g0.95,205,45,756,1.0,1.0,0.6071428571428571,0.9902439024390244,0.8222222222222222,0.5343915343915344,0.2780487804878049,0.6,1.0,0.0,250.0,0.0,0.0,1500.0,3637.499999999996,250,0,17,233,0,0.03939779628350122,0.052464410086954044,9723,35105,0.7230309072781655,0.299186489478865,0.19924268417960986,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-balanced-responsive-tau1900-g0.95,205,45,756,1.0,1.0,0.8756613756613757,1.0,0.8888888888888888,0.8042328042328042,0.4926829268292683,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,4625.0,21099.999999999967,250,0,68,176,6,0.1877741008763955,0.20148982687528041,14252,35105,0.5940179461615154,0.1584676126706918,0.16617019170719685,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-clean_release-tau2600-g0.95,205,45,756,1.0,1.0,0.8994708994708994,1.0,0.9777777777777777,0.8492063492063492,0.5560975609756098,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,4500.0,25387.499999999996,250,0,68,174,8,0.21136041310593112,0.22477015218738206,15126,35105,0.569121207805156,0.14462282030438933,0.16163524033365706,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-clean_release-tau2600-g0.95,205,45,756,1.0,1.0,0.7843915343915344,1.0,0.8888888888888888,0.7526455026455027,0.43414634146341463,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,3750.0,19750.0,250,0,61,184,5,0.14297974471798974,0.1571439762425313,13062,35105,0.6279162512462613,0.18486439815966246,0.1782424356073558,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-responsive-tau700-g1.2,205,45,756,1.0,1.0,0.9074074074074074,1.0,0.9555555555555556,0.7843915343915344,0.43414634146341463,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,2500.0,10637.499999999996,250,0,48,200,2,0.1618604312884105,0.17532527649392177,15212,35105,0.5666714143284433,0.14874970738665705,0.16570001916292226,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-balanced-tau1900-g0.95,205,45,756,1.0,1.0,0.794973544973545,1.0,0.9111111111111111,0.7579365079365079,0.4292682926829268,0.8,1.0,0.0,0.0,0.0,0.0,3500.0,16412.499999999985,250,0,59,188,3,0.13309574893632495,0.14734473255043834,12859,35105,0.6336989032901297,0.18209269215585958,0.17815420011536154,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
